City,State,Wind Speed,Date
MACON,GA,5.5,6/1/2022
SAVANNAH,GA,6.5,6/1/2022
HILO,HI,6.6,6/1/2022
HONOLULU,HI,11.8,6/1/2022
KAHULUI,HI,15.2,6/1/2022
LIHUE,HI,14.3,6/1/2022
BOISE,ID,8.1,6/1/2022
LEWISTON,ID,5.9,6/1/2022
POCATELLO,ID,9.7,6/1/2022
CHICAGO,IL,8.9,6/1/2022
MOLINE,IL,7.5,6/1/2022
PEORIA,IL,7.4,6/1/2022
ROCKFORD,IL,8.2,6/1/2022
SPRINGFIELD,IL,7.8,6/1/2022
EVANSVILLE,IN,6.2,6/1/2022
FORT WAYNE,IN,8.1,6/1/2022
INDIANAPOLIS,IN,8.5,6/1/2022
SOUTH BEND,IN,8,6/1/2022
DES MOINES,IA,9.1,6/1/2022
DUBUQUE,IA,9.1,6/1/2022
SIOUX CITY,IA,9.8,6/1/2022
WATERLOO,IA,8.9,6/1/2022
CONCORDIA,KS,11.1,6/1/2022
DODGE CITY,KS,13.6,6/1/2022
GOODLAND,KS,12.2,6/1/2022
TOPEKA,KS,7.9,6/1/2022
WICHITA,KS,11.9,6/1/2022
JACKSON,KY,3.6,6/1/2022
LEXINGTON,KY,6.8,6/1/2022
LOUISVILLE,KY,7.2,6/1/2022
PADUCAH,KY,5.8,6/1/2022
BATON ROUGE,LA,5.8,6/1/2022
LAKE CHARLES,LA,6.5,6/1/2022
NEW ORLEANS,LA,6.7,6/1/2022
SHREVEPORT,LA,6.6,6/1/2022
CARIBOU,ME,7.5,6/1/2022
PORTLAND,ME,7.5,6/1/2022
BALTIMORE,MD,6.7,6/1/2022
BOSTON,MA,10.6,6/1/2022
WORCESTER,MA,9.2,6/1/2022
ALPENA,MI,6.9,6/1/2022
DETROIT,MI,8.4,6/1/2022
FLINT,MI,7.9,6/1/2022
GRAND RAPIDS,MI,8.5,6/1/2022
HOUGHTON LAKE,MI,7.5,6/1/2022
LANSING,MI,7.9,6/1/2022
MUSKEGON,MI,8.5,6/1/2022
DULUTH,MN,9.3,6/1/2022
INTERNATIONAL FALLS,MN,7.4,6/1/2022
ROCHESTER,MN,11.2,6/1/2022
SAINT CLOUD,MN,7.9,6/1/2022
JACKSON,MS,5.2,6/1/2022
MERIDIAN,MS,4.9,6/1/2022
TUPELO,MS,5.4,6/1/2022
COLUMBIA,MO,8.3,6/1/2022
KANSAS CITY,MO,9.8,6/1/2022
SPRINGFIELD,MO,8.4,6/1/2022
BILLINGS,MT,9.4,6/1/2022
GLASGOW,MT,11,6/1/2022
GREAT FALLS,MT,9.9,6/1/2022
HAVRE,MT,9.6,6/1/2022
HELENA,MT,7.9,6/1/2022
KALISPELL,MT,6,6/1/2022
MISSOULA,MT,6.5,6/1/2022
GRAND ISLAND,NE,11,6/1/2022
LINCOLN,NE,9.9,6/1/2022
NORFOLK,NE,10.1,6/1/2022
NORTH PLATTE,NE,9.5,6/1/2022
OMAHA,NE,9.7,6/1/2022
SCOTTSBLUFF,NE,9.9,6/1/2022
VALENTINE,NE,10.1,6/1/2022
ELKO,NV,6.5,6/1/2022
ELY,NV,10,6/1/2022
LAS VEGAS,NV,10.3,6/1/2022
RENO,NV,7.8,6/1/2022
WINNEMUCCA,NV,8.4,6/1/2022
CONCORD,NH,5.6,6/1/2022
ATLANTIC CITY,NJ,8,6/1/2022
NEWARK,NJ,9.2,6/1/2022
ALBUQUERQUE,NM,9.2,6/1/2022
CLAYTON,NM,12.7,6/1/2022
ROSWELL,NM,9.8,6/1/2022
ALBANY,NY,7.2,6/1/2022
BINGHAMTON,NY,8,6/1/2022
BUFFALO,NY,9.3,6/1/2022
ISLIP,NY,8.4,6/1/2022
NEW YORK JFK AP,NY,10.2,6/1/2022
ROCHESTER,NY,8.1,6/1/2022
SYRACUSE,NY,7.2,6/1/2022
ASHEVILLE,NC,5.2,6/1/2022
CAPE HATTERAS,NC,9.5,6/1/2022
CHARLOTTE,NC,6.1,6/1/2022
RALEIGH,NC,6.3,6/1/2022
WILMINGTON,NC,7.6,6/1/2022
BISMARCK,ND,9.5,6/1/2022
FARGO,ND,10.5,6/1/2022
GRAND FORKS,ND,9.7,6/1/2022
WILLISTON,ND,9.6,6/1/2022
AKRON,OH,7.9,6/1/2022
CINCINNATI,OH,7.2,6/1/2022
CLEVELAND,OH,8.4,6/1/2022
COLUMBUS,OH,6.8,6/1/2022
DAYTON,OH,8.3,6/1/2022
MANSFIELD,OH,8.5,6/1/2022
TOLEDO,OH,7.6,6/1/2022
YOUNGSTOWN,OH,7.3,6/1/2022
OKLAHOMA CITY,OK,10.8,6/1/2022
TULSA,OK,9.4,6/1/2022
ASTORIA,OR,8,6/1/2022
BURNS,OR,7.6,6/1/2022
EUGENE,OR,7,6/1/2022
MEDFORD,OR,5.5,6/1/2022
PENDLETON,OR,8.9,6/1/2022
PORTLAND,OR,6.8,6/1/2022
SALEM,OR,6.5,6/1/2022
SEXTON SUMMIT,OR,7,6/1/2022
ALLENTOWN,PA,6.9,6/1/2022
ERIE,PA,8.6,6/1/2022
PHILADELPHIA,PA,8.6,6/1/2022
PITTSBURGH,PA,7,6/1/2022
AVOCA,PA,6.3,6/1/2022
WILLIAMSPORT,PA,5.9,6/1/2022
PROVIDENCE,RI,8.8,6/1/2022
CHARLESTON,SC,7.7,6/1/2022
COLUMBIA,SC,6,6/1/2022
ABERDEEN,SD,10.5,6/1/2022
HURON,SD,9.8,6/1/2022
RAPID CITY,SD,10.3,6/1/2022
SIOUX FALLS,SD,9.8,6/1/2022
CHATTANOOGA,TN,4.4,6/1/2022
KNOXVILLE,TN,5.6,6/1/2022
MEMPHIS,TN,7.4,6/1/2022
NASHVILLE,TN,6.1,6/1/2022
ABILENE,TX,11.3,6/1/2022
AMARILLO,TX,13.9,6/1/2022
AUSTIN,TX,6.6,6/1/2022
BROWNSVILLE,TX,10.9,6/1/2022
CORPUS CHRISTI,TX,10.7,6/1/2022
DALLAS,TX,10.3,6/1/2022
DEL RIO,TX,10.5,6/1/2022
EL PASO,TX,8.7,6/1/2022
GALVESTON,TX,11.1,6/1/2022
HOUSTON,TX,7.1,6/1/2022
LUBBOCK,TX,13.1,6/1/2022
PORT ARTHUR,TX,7.8,6/1/2022
SAN ANGELO,TX,9.9,6/1/2022
SAN ANTONIO,TX,9.2,6/1/2022
VICTORIA,TX,9.3,6/1/2022
WACO,TX,10,6/1/2022
WICHITA FALLS,TX,11.7,6/1/2022
SALT LAKE CITY,UT,9.2,6/1/2022
BURLINGTON,VT,7.6,6/1/2022
LYNCHBURG,VA,5.1,6/1/2022
NORFOLK,VA,9.1,6/1/2022
RICHMOND,VA,7.3,6/1/2022
ROANOKE,VA,5.9,6/1/2022
WALLOPS ISLAND,VA,8.9,6/1/2022
OLYMPIA,WA,6.1,6/1/2022
QUILLAYUTE,WA,5.1,6/1/2022
SEATTLE,WA,7.7,6/1/2022
SPOKANE,WA,9.3,6/1/2022
WALLA WALLA,WA,8.6,6/1/2022
YAKIMA,WA,7.7,6/1/2022
BECKLEY,WV,6,6/1/2022
CHARLESTON,WV,4,6/1/2022
ELKINS,WV,4.1,6/1/2022
HUNTINGTON,WV,5.1,6/1/2022
GREEN BAY,WI,7.9,6/1/2022
LA CROSSE,WI,8.1,6/1/2022
MADISON,WI,7.4,6/1/2022
MILWAUKEE,WI,9,6/1/2022
CASPER,WY,10.3,6/1/2022
CHEYENNE,WY,11,6/1/2022
LANDER,WY,7.5,6/1/2022
SHERIDAN,WY,7.2,6/1/2022
GUAM,PC,9.1,6/1/2022
KOROR,PC,5.4,6/1/2022
SAN JUAN,PR,8.9,6/1/2022
BIRMINGHAM,AL,5.2,7/1/2022
HUNTSVILLE,AL,5.2,7/1/2022
MOBILE,AL,5.7,7/1/2022
MONTGOMERY,AL,4.8,7/1/2022
ANCHORAGE,AK,7.1,7/1/2022
ANNETTE,AK,6.4,7/1/2022
BARROW,AK,12.2,7/1/2022
BETHEL,AK,9.6,7/1/2022
BETTLES,AK,5.4,7/1/2022
BIG DELTA,AK,6.8,7/1/2022
COLD BAY,AK,14.6,7/1/2022
FAIRBANKS,AK,5.3,7/1/2022
GULKANA,AK,7,7/1/2022
HOMER,AK,6.5,7/1/2022
JUNEAU,AK,6.6,7/1/2022
KING SALMON,AK,8.6,7/1/2022
KODIAK,AK,7.9,7/1/2022
KOTZEBUE,AK,11.4,7/1/2022
MCGRATH,AK,4.9,7/1/2022
NOME,AK,9,7/1/2022
TALKEETNA,AK,4.1,7/1/2022
VALDEZ,AK,4.8,7/1/2022
YAKUTAT,AK,4.9,7/1/2022
FLAGSTAFF,AZ,5.1,7/1/2022
PHOENIX,AZ,7.4,7/1/2022
TUCSON,AZ,7.9,7/1/2022
WINSLOW,AZ,8.4,7/1/2022
FORT SMITH,AR,5.6,7/1/2022
LITTLE ROCK,AR,6.1,7/1/2022
BAKERSFIELD,CA,7.4,7/1/2022
BISHOP,CA,8,7/1/2022
BLUE CANYON,CA,4.4,7/1/2022
FRESNO,CA,7.6,7/1/2022
LONG BEACH,CA,6.3,7/1/2022
LOS ANGELES,CA,2.1,7/1/2022
REDDING,CA,5.9,7/1/2022
SACRAMENTO,CA,7.6,7/1/2022
SAN DIEGO,CA,7,7/1/2022
SAN FRANCISCO,CA,13,7/1/2022
SANTA BARBARA,CA,6,7/1/2022
SANTA MARIA,CA,7.1,7/1/2022
STOCKTON,CA,8.7,7/1/2022
ALAMOSA,CO,6.9,7/1/2022
COLORADO SPRINGS,CO,8.9,7/1/2022
DENVER,CO,7.9,7/1/2022
GRAND JUNCTION,CO,9.2,7/1/2022
PUEBLO,CO,8.5,7/1/2022
BRIDGEPORT,CT,8.1,7/1/2022
HARTFORD,CT,6.7,7/1/2022
WILMINGTON,DE,7.4,7/1/2022
WASHINGTON DULLES,DC,5.7,7/1/2022
DAYTONA BEACH,FL,5.7,7/1/2022
FORT MYERS,FL,5.5,7/1/2022
GAINESVILLE,FL,5,7/1/2022
JACKSONVILLE,FL,5.8,7/1/2022
KEY WEST,FL,8.6,7/1/2022
MIAMI,FL,7.2,7/1/2022
ORLANDO,FL,6.3,7/1/2022
PENSACOLA,FL,6.7,7/1/2022
TALLAHASSEE,FL,4.5,7/1/2022
TAMPA,FL,5.8,7/1/2022
VERO BEACH,FL,6.8,7/1/2022
WEST PALM BEACH,FL,7.7,7/1/2022
ATHENS,GA,4.9,7/1/2022
ATLANTA,GA,7.1,7/1/2022
AUGUSTA,GA,5,7/1/2022
COLUMBUS,GA,5.5,7/1/2022
MACON,GA,5.2,7/1/2022
SAVANNAH,GA,6.2,7/1/2022
HILO,HI,6.5,7/1/2022
HONOLULU,HI,11.9,7/1/2022
KAHULUI,HI,15.3,7/1/2022
LIHUE,HI,14.6,7/1/2022
BOISE,ID,7.4,7/1/2022
LEWISTON,ID,5.8,7/1/2022
POCATELLO,ID,8.6,7/1/2022
CHICAGO,IL,8.2,7/1/2022
MOLINE,IL,6.5,7/1/2022
PEORIA,IL,6.4,7/1/2022
ROCKFORD,IL,7.3,7/1/2022
SPRINGFIELD,IL,6.7,7/1/2022
EVANSVILLE,IN,5.4,7/1/2022
FORT WAYNE,IN,6.9,7/1/2022
INDIANAPOLIS,IN,7.6,7/1/2022
SOUTH BEND,IN,7.2,7/1/2022
DES MOINES,IA,8.3,7/1/2022
DUBUQUE,IA,7.9,7/1/2022
SIOUX CITY,IA,8.2,7/1/2022
WATERLOO,IA,7.6,7/1/2022
CONCORDIA,KS,10.1,7/1/2022
DODGE CITY,KS,12.3,7/1/2022
GOODLAND,KS,11.1,7/1/2022
TOPEKA,KS,6.8,7/1/2022
WICHITA,KS,10.7,7/1/2022
JACKSON,KY,3.2,7/1/2022
LEXINGTON,KY,6.1,7/1/2022
LOUISVILLE,KY,6.6,7/1/2022
PADUCAH,KY,5.3,7/1/2022
BATON ROUGE,LA,5.2,7/1/2022
LAKE CHARLES,LA,5.5,7/1/2022
NEW ORLEANS,LA,5.9,7/1/2022
SHREVEPORT,LA,6.1,7/1/2022
CARIBOU,ME,6.6,7/1/2022
PORTLAND,ME,6.9,7/1/2022
BALTIMORE,MD,6.2,7/1/2022
BOSTON,MA,10.2,7/1/2022
WORCESTER,MA,8.8,7/1/2022
ALPENA,MI,6.4,7/1/2022
DETROIT,MI,7.9,7/1/2022
FLINT,MI,7.2,7/1/2022
GRAND RAPIDS,MI,7.9,7/1/2022
HOUGHTON LAKE,MI,6.8,7/1/2022
LANSING,MI,7.1,7/1/2022
MUSKEGON,MI,8,7/1/2022
DULUTH,MN,8.5,7/1/2022
INTERNATIONAL FALLS,MN,6.5,7/1/2022
ROCHESTER,MN,9.6,7/1/2022
SAINT CLOUD,MN,6.9,7/1/2022
JACKSON,MS,4.6,7/1/2022
MERIDIAN,MS,4.5,7/1/2022
TUPELO,MS,4.9,7/1/2022
COLUMBIA,MO,7.5,7/1/2022
KANSAS CITY,MO,8.9,7/1/2022
SPRINGFIELD,MO,7.4,7/1/2022
BILLINGS,MT,8.8,7/1/2022
GLASGOW,MT,10.4,7/1/2022
GREAT FALLS,MT,9.1,7/1/2022
HAVRE,MT,8.5,7/1/2022
HELENA,MT,7.1,7/1/2022
KALISPELL,MT,5.6,7/1/2022
MISSOULA,MT,6.3,7/1/2022
GRAND ISLAND,NE,9.3,7/1/2022
LINCOLN,NE,8.8,7/1/2022
NORFOLK,NE,8.9,7/1/2022
NORTH PLATTE,NE,8.5,7/1/2022
OMAHA,NE,8.6,7/1/2022
SCOTTSBLUFF,NE,8.6,7/1/2022
VALENTINE,NE,9.2,7/1/2022
ELKO,NV,6.1,7/1/2022
ELY,NV,9.5,7/1/2022
LAS VEGAS,NV,9.1,7/1/2022
RENO,NV,7.2,7/1/2022
WINNEMUCCA,NV,7.8,7/1/2022
CONCORD,NH,5.1,7/1/2022
ATLANTIC CITY,NJ,7.4,7/1/2022
NEWARK,NJ,8.7,7/1/2022
ALBUQUERQUE,NM,8.2,7/1/2022
CLAYTON,NM,11.3,7/1/2022
ROSWELL,NM,8.5,7/1/2022
ALBANY,NY,6.6,7/1/2022
BINGHAMTON,NY,7.2,7/1/2022
BUFFALO,NY,8.9,7/1/2022
ISLIP,NY,7.8,7/1/2022
NEW YORK JFK AP,NY,9.8,7/1/2022
ROCHESTER,NY,7.4,7/1/2022
SYRACUSE,NY,6.8,7/1/2022
ASHEVILLE,NC,4.9,7/1/2022
CAPE HATTERAS,NC,9,7/1/2022
CHARLOTTE,NC,5.7,7/1/2022
RALEIGH,NC,6.1,7/1/2022
WILMINGTON,NC,7.2,7/1/2022
BISMARCK,ND,8.5,7/1/2022
FARGO,ND,9.2,7/1/2022
GRAND FORKS,ND,8.4,7/1/2022
WILLISTON,ND,8.6,7/1/2022
AKRON,OH,7.2,7/1/2022
CINCINNATI,OH,6.5,7/1/2022
CLEVELAND,OH,7.8,7/1/2022
COLUMBUS,OH,6,7/1/2022
DAYTON,OH,7.4,7/1/2022
MANSFIELD,OH,7.5,7/1/2022
TOLEDO,OH,6.7,7/1/2022
YOUNGSTOWN,OH,6.7,7/1/2022
OKLAHOMA CITY,OK,9.8,7/1/2022
TULSA,OK,8.7,7/1/2022
ASTORIA,OR,8.2,7/1/2022
BURNS,OR,7,7/1/2022
EUGENE,OR,7.4,7/1/2022
MEDFORD,OR,5.2,7/1/2022
PENDLETON,OR,8.4,7/1/2022
PORTLAND,OR,7.1,7/1/2022
SALEM,OR,6.5,7/1/2022
SEXTON SUMMIT,OR,7.3,7/1/2022
ALLENTOWN,PA,6.1,7/1/2022
ERIE,PA,8,7/1/2022
PHILADELPHIA,PA,8.3,7/1/2022
PITTSBURGH,PA,6.2,7/1/2022
AVOCA,PA,5.9,7/1/2022
WILLIAMSPORT,PA,5.3,7/1/2022
PROVIDENCE,RI,8.4,7/1/2022
CHARLESTON,SC,7.3,7/1/2022
COLUMBIA,SC,5.7,7/1/2022
ABERDEEN,SD,9.1,7/1/2022
HURON,SD,9,7/1/2022
RAPID CITY,SD,9.5,7/1/2022
SIOUX FALLS,SD,9.1,7/1/2022
CHATTANOOGA,TN,4.2,7/1/2022
KNOXVILLE,TN,5.4,7/1/2022
MEMPHIS,TN,6.8,7/1/2022
NASHVILLE,TN,5.8,7/1/2022
ABILENE,TX,10,7/1/2022
AMARILLO,TX,12.4,7/1/2022
AUSTIN,TX,6.2,7/1/2022
BROWNSVILLE,TX,10.9,7/1/2022
CORPUS CHRISTI,TX,10.8,7/1/2022
DALLAS,TX,8.9,7/1/2022
DEL RIO,TX,9.9,7/1/2022
EL PASO,TX,7.7,7/1/2022
GALVESTON,TX,9.8,7/1/2022
HOUSTON,TX,6.2,7/1/2022
LUBBOCK,TX,10.9,7/1/2022
PORT ARTHUR,TX,6.3,7/1/2022
SAN ANGELO,TX,8.9,7/1/2022
SAN ANTONIO,TX,8.8,7/1/2022
VICTORIA,TX,8.5,7/1/2022
WACO,TX,9.8,7/1/2022
WICHITA FALLS,TX,10.7,7/1/2022
SALT LAKE CITY,UT,9.1,7/1/2022
BURLINGTON,VT,7,7/1/2022
LYNCHBURG,VA,4.7,7/1/2022
NORFOLK,VA,8.5,7/1/2022
RICHMOND,VA,6.9,7/1/2022
ROANOKE,VA,5.5,7/1/2022
WALLOPS ISLAND,VA,8.1,7/1/2022
OLYMPIA,WA,5.5,7/1/2022
QUILLAYUTE,WA,4.8,7/1/2022
SEATTLE,WA,7.3,7/1/2022
SPOKANE,WA,8.6,7/1/2022
WALLA WALLA,WA,8.2,7/1/2022
YAKIMA,WA,7.2,7/1/2022
BECKLEY,WV,5.4,7/1/2022
CHARLESTON,WV,3.5,7/1/2022
ELKINS,WV,3.6,7/1/2022
HUNTINGTON,WV,4.6,7/1/2022
GREEN BAY,WI,7.1,7/1/2022
LA CROSSE,WI,7.5,7/1/2022
MADISON,WI,6.6,7/1/2022
MILWAUKEE,WI,8.9,7/1/2022
CASPER,WY,9.3,7/1/2022
CHEYENNE,WY,9.9,7/1/2022
LANDER,WY,7.1,7/1/2022
SHERIDAN,WY,6.5,7/1/2022
GUAM,PC,7.5,7/1/2022
KOROR,PC,6,7/1/2022
SAN JUAN,PR,9.6,7/1/2022
BIRMINGHAM,AL,4.8,8/1/2022
HUNTSVILLE,AL,5.1,8/1/2022
MOBILE,AL,5.6,8/1/2022
MONTGOMERY,AL,4.6,8/1/2022
ANCHORAGE,AK,6.6,8/1/2022
ANNETTE,AK,6.5,8/1/2022
BARROW,AK,12.3,8/1/2022
BETHEL,AK,10.3,8/1/2022
BETTLES,AK,5,8/1/2022
BIG DELTA,AK,7,8/1/2022
COLD BAY,AK,15,8/1/2022
FAIRBANKS,AK,5,8/1/2022
GULKANA,AK,7,8/1/2022
HOMER,AK,6.2,8/1/2022
JUNEAU,AK,6.9,8/1/2022
KING SALMON,AK,8.8,8/1/2022
KODIAK,AK,8.5,8/1/2022
KOTZEBUE,AK,11.9,8/1/2022
MCGRATH,AK,4.8,8/1/2022
NOME,AK,9.5,8/1/2022
TALKEETNA,AK,3.4,8/1/2022
VALDEZ,AK,4.2,8/1/2022
YAKUTAT,AK,4.9,8/1/2022
FLAGSTAFF,AZ,4.4,8/1/2022
PHOENIX,AZ,6.8,8/1/2022
TUCSON,AZ,7.5,8/1/2022
WINSLOW,AZ,7.5,8/1/2022
FORT SMITH,AR,5.7,8/1/2022
LITTLE ROCK,AR,5.7,8/1/2022
BAKERSFIELD,CA,6.9,8/1/2022
BISHOP,CA,7.8,8/1/2022
BLUE CANYON,CA,4.5,8/1/2022
FRESNO,CA,6.9,8/1/2022
LONG BEACH,CA,6.1,8/1/2022
LOS ANGELES,CA,2,8/1/2022
REDDING,CA,5.4,8/1/2022
SACRAMENTO,CA,7,8/1/2022
SAN DIEGO,CA,6.8,8/1/2022
SAN FRANCISCO,CA,12.3,8/1/2022
SANTA BARBARA,CA,5.6,8/1/2022
SANTA MARIA,CA,6.8,8/1/2022
STOCKTON,CA,8,8/1/2022
ALAMOSA,CO,6.3,8/1/2022
COLORADO SPRINGS,CO,8.5,8/1/2022
DENVER,CO,7.5,8/1/2022
GRAND JUNCTION,CO,8.7,8/1/2022
PUEBLO,CO,7.9,8/1/2022
BRIDGEPORT,CT,8.3,8/1/2022
HARTFORD,CT,6.3,8/1/2022
WILMINGTON,DE,6.9,8/1/2022
WASHINGTON DULLES,DC,5.6,8/1/2022
DAYTONA BEACH,FL,5.7,8/1/2022
FORT MYERS,FL,5.8,8/1/2022
GAINESVILLE,FL,5,8/1/2022
JACKSONVILLE,FL,5.7,8/1/2022
KEY WEST,FL,8.5,8/1/2022
MIAMI,FL,7.1,8/1/2022
ORLANDO,FL,6.3,8/1/2022
PENSACOLA,FL,6.4,8/1/2022
TALLAHASSEE,FL,4.5,8/1/2022
TAMPA,FL,5.6,8/1/2022
VERO BEACH,FL,6.6,8/1/2022
WEST PALM BEACH,FL,7.7,8/1/2022
ATHENS,GA,4.7,8/1/2022
ATLANTA,GA,6.8,8/1/2022
AUGUSTA,GA,4.3,8/1/2022
COLUMBUS,GA,5.2,8/1/2022
MACON,GA,4.8,8/1/2022
SAVANNAH,GA,5.9,8/1/2022
HILO,HI,6.5,8/1/2022
HONOLULU,HI,11.7,8/1/2022
KAHULUI,HI,14.9,8/1/2022
LIHUE,HI,13.9,8/1/2022
BOISE,ID,7.3,8/1/2022
LEWISTON,ID,5.5,8/1/2022
POCATELLO,ID,8.5,8/1/2022
CHICAGO,IL,7.8,8/1/2022
MOLINE,IL,6,8/1/2022
PEORIA,IL,6,8/1/2022
ROCKFORD,IL,6.8,8/1/2022
SPRINGFIELD,IL,6.4,8/1/2022
EVANSVILLE,IN,5,8/1/2022
FORT WAYNE,IN,6.2,8/1/2022
INDIANAPOLIS,IN,7.3,8/1/2022
SOUTH BEND,IN,6.7,8/1/2022
DES MOINES,IA,7.8,8/1/2022
DUBUQUE,IA,7.6,8/1/2022
SIOUX CITY,IA,8,8/1/2022
WATERLOO,IA,7.2,8/1/2022
CONCORDIA,KS,9.5,8/1/2022
DODGE CITY,KS,11.6,8/1/2022
GOODLAND,KS,10.6,8/1/2022
TOPEKA,KS,6.2,8/1/2022
WICHITA,KS,10.1,8/1/2022
JACKSON,KY,3.1,8/1/2022
LEXINGTON,KY,5.9,8/1/2022
LOUISVILLE,KY,6.2,8/1/2022
PADUCAH,KY,4.7,8/1/2022
BATON ROUGE,LA,4.9,8/1/2022
LAKE CHARLES,LA,5.3,8/1/2022
NEW ORLEANS,LA,6.1,8/1/2022
SHREVEPORT,LA,5.7,8/1/2022
CARIBOU,ME,6.3,8/1/2022
PORTLAND,ME,6.7,8/1/2022
BALTIMORE,MD,5.8,8/1/2022
BOSTON,MA,9.9,8/1/2022
WORCESTER,MA,8.4,8/1/2022
ALPENA,MI,6.2,8/1/2022
DETROIT,MI,7.3,8/1/2022
FLINT,MI,6.8,8/1/2022
GRAND RAPIDS,MI,7.4,8/1/2022
HOUGHTON LAKE,MI,6.6,8/1/2022
LANSING,MI,6.7,8/1/2022
MUSKEGON,MI,7.7,8/1/2022
DULUTH,MN,8.5,8/1/2022
INTERNATIONAL FALLS,MN,6.4,8/1/2022
ROCHESTER,MN,9.2,8/1/2022
SAINT CLOUD,MN,6.6,8/1/2022
JACKSON,MS,4.5,8/1/2022
MERIDIAN,MS,4.3,8/1/2022
TUPELO,MS,4.9,8/1/2022
COLUMBIA,MO,7.4,8/1/2022
KANSAS CITY,MO,8.5,8/1/2022
SPRINGFIELD,MO,7.3,8/1/2022
BILLINGS,MT,8.8,8/1/2022
GLASGOW,MT,10.7,8/1/2022
GREAT FALLS,MT,9.1,8/1/2022
HAVRE,MT,8.4,8/1/2022
HELENA,MT,6.5,8/1/2022
KALISPELL,MT,5.4,8/1/2022
MISSOULA,MT,5.8,8/1/2022
GRAND ISLAND,NE,9,8/1/2022
LINCOLN,NE,8.5,8/1/2022
NORFOLK,NE,8.8,8/1/2022
NORTH PLATTE,NE,8.1,8/1/2022
OMAHA,NE,8.3,8/1/2022
SCOTTSBLUFF,NE,8.2,8/1/2022
VALENTINE,NE,9.3,8/1/2022
ELKO,NV,5.7,8/1/2022
ELY,NV,9.6,8/1/2022
LAS VEGAS,NV,8.7,8/1/2022
RENO,NV,6.6,8/1/2022
WINNEMUCCA,NV,7.4,8/1/2022
CONCORD,NH,4.6,8/1/2022
ATLANTIC CITY,NJ,6.9,8/1/2022
NEWARK,NJ,8.4,8/1/2022
ALBUQUERQUE,NM,7.6,8/1/2022
CLAYTON,NM,10.4,8/1/2022
ROSWELL,NM,7.6,8/1/2022
ALBANY,NY,6,8/1/2022
BINGHAMTON,NY,7,8/1/2022
BUFFALO,NY,8.3,8/1/2022
ISLIP,NY,7.5,8/1/2022
NEW YORK JFK AP,NY,9.4,8/1/2022
ROCHESTER,NY,7,8/1/2022
SYRACUSE,NY,6.3,8/1/2022
ASHEVILLE,NC,4.5,8/1/2022
CAPE HATTERAS,NC,8.4,8/1/2022
CHARLOTTE,NC,5.4,8/1/2022
RALEIGH,NC,5.6,8/1/2022
WILMINGTON,NC,6.5,8/1/2022
BISMARCK,ND,8.6,8/1/2022
FARGO,ND,9.5,8/1/2022
GRAND FORKS,ND,8.5,8/1/2022
WILLISTON,ND,8.5,8/1/2022
AKRON,OH,6.9,8/1/2022
CINCINNATI,OH,6.3,8/1/2022
CLEVELAND,OH,7.5,8/1/2022
COLUMBUS,OH,5.6,8/1/2022
DAYTON,OH,7,8/1/2022
MANSFIELD,OH,7.2,8/1/2022
TOLEDO,OH,6.2,8/1/2022
YOUNGSTOWN,OH,6.4,8/1/2022
OKLAHOMA CITY,OK,9.3,8/1/2022
TULSA,OK,7.9,8/1/2022
ASTORIA,OR,7.5,8/1/2022
BURNS,OR,6.7,8/1/2022
EUGENE,OR,7.1,8/1/2022
MEDFORD,OR,4.6,8/1/2022
PENDLETON,OR,8.2,8/1/2022
PORTLAND,OR,6.6,8/1/2022
SALEM,OR,5.9,8/1/2022
SEXTON SUMMIT,OR,6.9,8/1/2022
ALLENTOWN,PA,5.7,8/1/2022
ERIE,PA,8,8/1/2022
PHILADELPHIA,PA,7.8,8/1/2022
PITTSBURGH,PA,5.9,8/1/2022
AVOCA,PA,5.5,8/1/2022
WILLIAMSPORT,PA,4.8,8/1/2022
PROVIDENCE,RI,8.1,8/1/2022
CHARLESTON,SC,6.8,8/1/2022
COLUMBIA,SC,5.1,8/1/2022
ABERDEEN,SD,9,8/1/2022
HURON,SD,8.9,8/1/2022
RAPID CITY,SD,9.4,8/1/2022
SIOUX FALLS,SD,8.7,8/1/2022
CHATTANOOGA,TN,3.9,8/1/2022
KNOXVILLE,TN,4.8,8/1/2022
MEMPHIS,TN,6.6,8/1/2022
NASHVILLE,TN,5.5,8/1/2022
ABILENE,TX,9,8/1/2022
AMARILLO,TX,11.4,8/1/2022
AUSTIN,TX,5.7,8/1/2022
BROWNSVILLE,TX,9.4,8/1/2022
CORPUS CHRISTI,TX,10.3,8/1/2022
DALLAS,TX,8.2,8/1/2022
DEL RIO,TX,8.9,8/1/2022
EL PASO,TX,7,8/1/2022
GALVESTON,TX,9.5,8/1/2022
HOUSTON,TX,5.9,8/1/2022
LUBBOCK,TX,10,8/1/2022
PORT ARTHUR,TX,6,8/1/2022
SAN ANGELO,TX,8.1,8/1/2022
SAN ANTONIO,TX,8.1,8/1/2022
VICTORIA,TX,8,8/1/2022
WACO,TX,9.1,8/1/2022
WICHITA FALLS,TX,9.7,8/1/2022
SALT LAKE CITY,UT,9.3,8/1/2022
BURLINGTON,VT,6.9,8/1/2022
LYNCHBURG,VA,4.4,8/1/2022
NORFOLK,VA,8,8/1/2022
RICHMOND,VA,6.3,8/1/2022
ROANOKE,VA,5,8/1/2022
WALLOPS ISLAND,VA,7.9,8/1/2022
